fall,nametype,mass,name,recclass,reclat,reclong,id,geolocation.latitude,geolocation.needs_recoding,geolocation.longitude,yearOnly,eraName
Fell,Valid,10500,Tambakwatu,L6,-7.750000,112.766670,23795,-7.75,FALSE,112.76667,1975,informationAge
Fell,Valid,1914,Acapulco,Acapulcoite,16.883330,-99.900000,10,16.88333,FALSE,-99.9,1976,informationAge
Fell,Valid,45e3,Dhajala,H3.8,22.377780,71.427220,6698,22.37778,FALSE,71.42722,1976,informationAge
Fell,Valid,642,Dowa,Stone-uncl,-13.666670,33.916670,7725,-13.66667,FALSE,33.91667,1976,informationAge
Fell,Valid,NA,Dunhua,Stone-uncl,43.333330,128.250000,7749,43.33333,FALSE,128.25,1976,informationAge
Fell,Valid,45.5,Grefsheim,L5,60.666670,11.000000,11196,60.66667,FALSE,11,1976,informationAge
Fell,Valid,4e6,Jilin,H5,44.050000,126.166670,12171,44.05,FALSE,126.16667,1976,informationAge
Fell,Valid,950,Junan,L6,35.200000,118.800000,12210,35.2,FALSE,118.8,1976,informationAge
Fell,Valid,2600,Qingzhen,EH3,26.533330,106.466670,18908,26.53333,FALSE,106.46667,1976,informationAge
Fell,Valid,465.5,Ruhobobo,L6,-1.450000,29.833330,22780,-1.45,FALSE,29.83333,1976,informationAge
Fell,Valid,605,Sheyang,L6,33.650000,120.066670,23531,33.65,FALSE,120.06667,1976,informationAge
Fell,Valid,6e3,Alta'ameem,LL5,35.273330,44.215560,2284,35.27333,FALSE,44.21556,1977,informationAge
Fell,Valid,7500,Bo Xian,LL3.9,33.833330,115.833330,5090,33.83333,FALSE,115.83333,1977,informationAge
Fell,Valid,1810,Changde,H5,29.083330,111.750000,5322,29.08333,FALSE,111.75,1977,informationAge
Fell,Valid,17226,El Paso de Aguila,H5,25.370000,-97.370000,45977,25.37,FALSE,-97.37,1977,informationAge
Fell,Valid,2500,Fuyang,Stone-uncl,32.900000,115.900000,10840,32.9,FALSE,115.9,1977,informationAge
Fell,Valid,1200,Iguaracu,H5,-23.200000,-51.833330,12003,-23.2,FALSE,-51.83333,1977,informationAge
Fell,Valid,4576,Innisfree,L5,53.415000,-111.337500,12039,53.415,FALSE,-111.3375,1977,informationAge
Fell,Valid,23,Kutais,H5,44.516670,39.300000,12383,44.51667,FALSE,39.3,1977,informationAge
Fell,Valid,1300,Louisville,L6,38.250000,-85.750000,14716,38.25,FALSE,-85.75,1977,informationAge
Fell,Valid,4e3,Chitenay,L6,47.470830,0.976670,5357,47.47083,FALSE,0.97667,1978,informationAge
Fell,Valid,498,Lishui,L5,31.633330,118.983330,14659,31.63333,FALSE,118.98333,1978,informationAge
Fell,Valid,5e4,Nuevo Mercurio,H5,24.300000,-102.133330,17938,24.3,FALSE,-102.13333,1978,informationAge
Fell,Valid,1600,Cilimus,L5,-6.950000,108.100000,5364,-6.95,FALSE,108.1,1979,informationAge
Fell,Valid,20500,Jartai,L6,39.700000,105.800000,12074,39.7,FALSE,105.8,1979,informationAge
Fell,Valid,1900,Guangrao,L6,37.100000,118.400000,11437,37.1,FALSE,118.4,1980,informationAge
Fell,Valid,2e3,Kaidun,CR2,15.000000,48.300000,12228,15,FALSE,48.3,1980,informationAge
Fell,Valid,2520,Lunan,H6,24.800000,103.300000,14754,24.8,FALSE,103.3,1980,informationAge
Fell,Valid,1100,Mianchi,H5,34.800000,111.700000,16631,34.8,FALSE,111.7,1980,informationAge
Fell,Valid,1900,Richland Springs,OC,31.250000,-99.033330,22602,31.25,FALSE,-99.03333,1980,informationAge
Fell,Valid,5e4,Akyumak,"Iron, IVA",39.916670,42.816670,433,39.91667,FALSE,42.81667,1981,informationAge
Fell,Valid,367,Chiang Khan,H6,17.900000,101.633330,5345,17.9,FALSE,101.63333,1981,informationAge
Fell,Valid,18e3,Dahmani,LL6,35.616670,8.833330,5504,35.61667,FALSE,8.83333,1981,informationAge
Fell,Valid,34650,Gursum,H4/5,9.366670,42.416670,11465,9.36667,FALSE,42.41667,1981,informationAge
Fell,Valid,93200,Machinga,L6,-15.212220,35.242220,15371,-15.21222,FALSE,35.24222,1981,informationAge
Fell,Valid,25e4,Omolon,"Pallasite, PMG",64.020000,161.808330,18019,64.02,FALSE,161.80833,1981,informationAge
Fell,Valid,61.4,Salem,L6,44.979170,-122.969440,23107,44.97917,FALSE,-122.96944,1981,informationAge
Fell,Valid,2449,Gujargaon,H5,22.983330,76.050000,11448,22.98333,FALSE,76.05,1982,informationAge
Fell,Valid,1275,Qidong,L/LL5,32.083330,121.500000,18907,32.08333,FALSE,121.5,1982,informationAge
Fell,Valid,NA,Guangnan,L6,24.100000,105.000000,11436,24.1,FALSE,105,1983,informationAge
Fell,Valid,1e5,Kidairat,H6,14.000000,28.000000,12300,14,FALSE,28,1983,informationAge
Fell,Valid,1443,Maryville,L6,35.800000,-84.100000,15436,35.8,FALSE,-84.1,1983,informationAge
Fell,Valid,4610,Ningqiang,C3-ung,32.925000,105.906670,16981,32.925,FALSE,105.90667,1983,informationAge
Fell,Valid,67225,Rahimyar Khan,L5,28.225000,70.200000,31302,28.225,FALSE,70.2,1983,informationAge
Fell,Valid,320,Aomori,L6,40.810560,140.785560,2313,40.81056,FALSE,140.78556,1984,informationAge
Fell,Valid,488.1,Binningup,H5,-33.156390,115.676390,5051,-33.15639,FALSE,115.67639,1984,informationAge
Fell,Valid,1455,Claxton,L6,32.102500,-81.872780,5374,32.1025,FALSE,-81.87278,1984,informationAge
Fell,Valid,4162,Gashua,L6,12.850000,11.033330,44882,12.85,FALSE,11.03333,1984,informationAge
Fell,Valid,1e5,Gujba,CBa,11.491670,11.658330,11449,11.49167,FALSE,11.65833,1984,informationAge
Fell,Valid,32490,Jumapalo,L6,-7.716670,111.200000,12209,-7.71667,FALSE,111.2,1984,informationAge
Fell,Valid,529,Nantong,H6,32.116670,121.800000,16907,32.11667,FALSE,121.8,1984,informationAge
Fell,Valid,27.5,Tomiya,H4/5,38.366670,140.865560,24024,38.36667,FALSE,140.86556,1984,informationAge
Fell,Valid,45e3,La Criolla,L6,-31.233330,-58.166670,12396,-31.23333,FALSE,-58.16667,1985,informationAge
Fell,Valid,43,Salzwedel,LL5,52.750000,11.050000,23114,52.75,FALSE,11.05,1985,informationAge
Fell,Valid,11510,Kokubunji,L6,34.300000,133.950000,12342,34.3,FALSE,133.95,1986,informationAge
Fell,Valid,1282,Lanxi,L6,46.241670,126.196110,12464,46.24167,FALSE,126.19611,1986,informationAge
Fell,Valid,1215.5,Oued el Hadjar,LL6,30.180000,-6.577170,18050,30.18,FALSE,-6.57717,1986,informationAge
Fell,Valid,10200,Raghunathpura,"Iron, IIAB",27.725280,76.465000,22371,27.72528,FALSE,76.465,1986,informationAge
Fell,Valid,430,Sayama,CM2,35.866670,139.400000,23192,35.86667,FALSE,139.4,1986,informationAge
Fell,Valid,26e4,Suizhou,L6,31.616670,113.466670,23738,31.61667,FALSE,113.46667,1986,informationAge
Fell,Valid,2232,Tianzhang,H5,32.946670,118.990000,23984,32.94667,FALSE,118.99,1986,informationAge
Fell,Valid,14250,Laochenzhen,H5,33.133330,115.166670,12466,33.13333,FALSE,115.16667,1987,informationAge
Fell,Valid,1025,Ceniceros,L3.7,26.466670,-105.233330,5306,26.46667,FALSE,-105.23333,1988,informationAge
Fell,Valid,2936,Chela,H4,-3.666670,32.500000,5338,-3.66667,FALSE,32.5,1988,informationAge
Fell,Valid,3920,Chisenga,"Iron, IIIAB",-10.059440,33.395000,5355,-10.05944,FALSE,33.395,1988,informationAge
Fell,Valid,1430,Palca de Aparzo,L5,-23.116670,-65.100000,18074,-23.11667,FALSE,-65.1,1988,informationAge
Fell,Valid,977,Torino,H6,45.066670,7.666670,24029,45.06667,FALSE,7.66667,1988,informationAge
Fell,Valid,1557,Bawku,LL5,11.083330,-0.183330,4976,11.08333,FALSE,-0.18333,1989,informationAge
Fell,Valid,1e4,El Idrissia,L6,34.416670,3.250000,7807,34.41667,FALSE,3.25,1989,informationAge
Fell,Valid,NA,Pê,L6,11.333670,-3.542170,18179,11.33367,FALSE,-3.54217,1989,informationAge
Fell,Valid,7e3,Sfax,L6,34.750000,10.716670,23512,34.75,FALSE,10.71667,1989,informationAge
Fell,Valid,4e4,Sivas,H6,39.824670,36.135830,23617,39.82467,FALSE,36.13583,1989,informationAge
Fell,Valid,630,Sixiangkou,L5,32.433330,119.866670,23619,32.43333,FALSE,119.86667,1989,informationAge
Fell,Valid,1504,Burnwell,H4-an,37.621940,-82.237220,5175,37.62194,FALSE,-82.23722,1990,informationAge
Fell,Valid,670,Glanerbrug,L/LL5,52.200000,6.866670,10923,52.2,FALSE,6.86667,1990,informationAge
Fell,Valid,4720,Itqiy,EH7-an,26.590830,-12.952170,12058,26.59083,FALSE,-12.95217,1990,informationAge
Fell,Valid,666.6,Magombedze,H3-5,-19.483330,31.650000,15387,-19.48333,FALSE,31.65,1990,informationAge
Fell,Valid,17450,Quija,H,44.616670,126.133330,22361,44.61667,FALSE,126.13333,1990,informationAge
Fell,Valid,325e3,Sterlitamak,"Iron, IIIAB",53.666670,55.983330,23724,53.66667,FALSE,55.98333,1990,informationAge
Fell,Valid,23680,Campos Sales,L5,-7.033330,-40.166670,5249,-7.03333,FALSE,-40.16667,1991,informationAge
Fell,Valid,767,Glatton,L6,52.459720,-0.300000,10930,52.45972,FALSE,-0.3,1991,informationAge
Fell,Valid,11e4,Mount Tazerzait,L5,18.700000,4.800000,16804,18.7,FALSE,4.8,1991,informationAge
Fell,Valid,483.7,Noblesville,H4-6,40.085280,-86.055000,16985,40.08528,FALSE,-86.055,1991,informationAge
Fell,Valid,1e3,Tahara,H4/5,34.720000,137.305000,23784,34.72,FALSE,137.305,1991,informationAge
Fell,Valid,15e4,Mbale,L5/6,1.066670,34.166670,15455,1.06667,FALSE,34.16667,1992,informationAge
Fell,Valid,6380,Mihonoseki,L6,35.568330,133.220000,16635,35.56833,FALSE,133.22,1992,informationAge
Fell,Valid,12570,Peekskill,H6,41.283330,-73.916670,18782,41.28333,FALSE,-73.91667,1992,informationAge
Fell,Valid,16700,Ban Rong Du,"Iron, ungrouped",16.666670,101.183330,4934,16.66667,FALSE,101.18333,1993,informationAge
Fell,Valid,5e3,El Tigre,L6,19.967220,-103.051670,7819,19.96722,FALSE,-103.05167,1993,informationAge
Fell,Valid,866,Senboku,H6,39.438330,140.511670,23496,39.43833,FALSE,140.51167,1993,informationAge
Fell,Valid,36900,Songyuan,L6,45.250000,125.000000,23668,45.25,FALSE,125,1993,informationAge
Fell,Valid,15500,Baszkówka,L5,52.033330,20.935830,4957,52.03333,FALSE,20.93583,1994,informationAge
Fell,Valid,469,Coleman,L6,43.761110,-84.507780,5401,43.76111,FALSE,-84.50778,1994,informationAge
Fell,Valid,1140,Devri-Khera,L6,24.225000,76.525000,6696,24.225,FALSE,76.525,1994,informationAge
Fell,Valid,4e4,Lohawat,Howardite,26.965560,72.626670,14678,26.96556,FALSE,72.62667,1994,informationAge
Fell,Valid,12e3,New Halfa,L4,15.366670,35.683330,16954,15.36667,FALSE,35.68333,1994,informationAge
Fell,Valid,25400,St-Robert,H5,45.968610,-72.978060,23733,45.96861,FALSE,-72.97806,1994,informationAge
Fell,Valid,128800,Dong Ujimqin Qi,Mesosiderite,45.500000,119.033330,7706,45.5,FALSE,119.03333,1995,informationAge
Fell,Valid,5e3,Galkiv,H4,51.683330,30.783330,10850,51.68333,FALSE,30.78333,1995,informationAge
Fell,Valid,420,Neagari,L6,36.449170,136.465280,16934,36.44917,FALSE,136.46528,1995,informationAge
Fell,Valid,189,Pétèlkolé,H5,14.052000,0.420000,18800,14.052,FALSE,0.42,1995,informationAge
Fell,Valid,1710,Silao,H5,20.933330,-101.383330,23594,20.93333,FALSE,-101.38333,1995,informationAge
Fell,Valid,10200,Fermo,H3-5,43.181110,13.753330,10091,43.18111,FALSE,13.75333,1996,informationAge
Fell,Valid,2910,Guangmingshan,H5,39.804170,122.763890,11435,39.80417,FALSE,122.76389,1996,informationAge
Fell,Valid,42e3,Piplia Kalan,Eucrite-mmict,26.034720,73.941670,18831,26.03472,FALSE,73.94167,1996,informationAge
Fell,Valid,1e5,Juancheng,H5,35.500000,115.416670,12203,35.5,FALSE,115.41667,1997,informationAge
Fell,Valid,3700,Chadong,L6,28.533330,109.316670,5313,28.53333,FALSE,109.31667,1998,informationAge
Fell,Valid,7e3,Dashoguz,H5,41.984440,59.685000,6604,41.98444,FALSE,59.685,1998,informationAge
Fell,Valid,680.5,Elbert,LL6,39.246670,-104.588170,7822,39.24667,FALSE,-104.58817,1998,informationAge
Fell,Valid,202.6,Kitchener,L6,43.383330,-80.383330,12326,43.38333,FALSE,-80.38333,1998,informationAge
Fell,Valid,11e5,Kunya-Urgench,H5,42.250000,59.200000,12379,42.25,FALSE,59.2,1998,informationAge
Fell,Valid,2587,Monahans (1998),H5,31.608330,-102.858330,16719,31.60833,FALSE,-102.85833,1998,informationAge
Fell,Valid,2e4,Ourique,H4,37.608330,-8.280000,18052,37.60833,FALSE,-8.28,1998,informationAge
Fell,Valid,71400,Portales Valley,H6,34.175000,-103.295000,18874,34.175,FALSE,-103.295,1998,informationAge
Fell,Valid,25e3,Bilanga,Diogenite,12.450000,-0.083330,5045,12.45,FALSE,-0.08333,1999,informationAge
Fell,Valid,1e4,Djoumine,H5-6,36.950000,9.550000,7657,36.95,FALSE,9.55,1999,informationAge
Fell,Valid,30,Dunbogan,L6,-31.666670,152.833330,7743,-31.66667,FALSE,152.83333,1999,informationAge
Fell,Valid,1500,Katagum,L6,11.333330,10.083330,35465,11.33333,FALSE,10.08333,1999,informationAge
Fell,Valid,136,Kobe,CK4,34.733330,135.166670,12336,34.73333,FALSE,135.16667,1999,informationAge
Fell,Valid,271.4,Leighlinbridge,L6,52.666670,-6.966670,12759,52.66667,FALSE,-6.96667,1999,informationAge
Fell,Valid,478,Sabrum,LL6,23.083330,91.666670,22793,23.08333,FALSE,91.66667,1999,informationAge
Fell,Valid,NA,Gasseltepaoua,H5,14.150830,-2.041670,10866,14.15083,FALSE,-2.04167,2e3,informationAge
Fell,Valid,633,Morávka,H5,49.600000,18.533330,16742,49.6,FALSE,18.53333,2e3,informationAge
Fell,Valid,1e4,Tagish Lake,C2-ung,59.704440,-134.201390,23782,59.70444,FALSE,-134.20139,2e3,informationAge
Fell,Valid,700,Al Zarnkh,LL5,13.660330,28.960000,447,13.66033,FALSE,28.96,2001,informationAge
Fell,Valid,19e3,Beni M'hira,L6,32.866670,10.800000,5018,32.86667,FALSE,10.8,2001,informationAge
Fell,Valid,5300,Bukhara,CV3,39.779780,64.600350,30448,39.77978,FALSE,64.60035,2001,informationAge
Fell,Valid,12500,Dergaon,H5,26.683330,93.866670,6664,26.68333,FALSE,93.86667,2001,informationAge
Fell,Valid,12e3,Devgaon,H3.8,19.000000,81.000000,6694,19,FALSE,81,2001,informationAge
Fell,Valid,252,Alby sur Chéran,Eucrite-mmict,45.821330,6.015330,458,45.82133,FALSE,6.01533,2002,informationAge
Fell,Valid,45e3,Bensour,LL6,30.000000,-7.000000,5024,30,FALSE,-7,2002,informationAge
Fell,Valid,678,Bhawad,LL6,26.508330,73.115280,36591,26.50833,FALSE,73.11528,2002,informationAge
Fell,Valid,19e3,Kilabo,LL6,12.766670,9.800000,12307,12.76667,FALSE,9.8,2002,informationAge
Fell,Valid,6e3,Maromandia,L6,-14.200000,48.100000,15430,-14.2,FALSE,48.1,2002,informationAge
Fell,Valid,6189,Neuschwanstein,EL6,47.525000,10.808330,16950,47.525,FALSE,10.80833,2002,informationAge
Fell,Valid,237,San Michele,L6,43.666670,13.000000,31315,43.66667,FALSE,13,2002,informationAge
Fell,Valid,45300,Thuathe,H4/5,-29.333330,27.583330,23976,-29.33333,FALSE,27.58333,2002,informationAge
Fell,Valid,190,Boumdeid (2003),L6,17.710670,-11.371500,57168,17.71067,FALSE,-11.3715,2003,informationAge
Fell,Valid,414,Hiroshima,H5,34.450000,132.383330,11889,34.45,FALSE,132.38333,2003,informationAge
Fell,Valid,167.7,Hoima,H6,1.345000,31.472780,44714,1.345,FALSE,31.47278,2003,informationAge
Fell,Valid,16820,Kasauli,H4,29.583330,77.583330,30740,29.58333,FALSE,77.58333,2003,informationAge
Fell,Valid,6669.2,Kendrapara,H4-5,20.462500,86.702780,12276,20.4625,FALSE,86.70278,2003,informationAge
Fell,Valid,19256,New Orleans,H5,29.947180,-90.109760,16960,29.94718,FALSE,-90.10976,2003,informationAge
Fell,Valid,4440,Ouadangou,L5,12.900000,0.080000,56729,12.9,FALSE,0.08,2003,informationAge
Fell,Valid,17e3,Oum Dreyga,H3-5,24.300000,-13.100000,31282,24.3,FALSE,-13.1,2003,informationAge
Fell,Valid,18e3,Park Forest,L5,41.484720,-87.679170,18106,41.48472,FALSE,-87.67917,2003,informationAge
Fell,Valid,25e3,Benguerir,LL6,32.250000,-8.150000,30443,32.25,FALSE,-8.15,2004,informationAge
Fell,Valid,960,Berthoud,Eucrite-mmict,40.305830,-105.023250,47355,40.30583,FALSE,-105.02325,2004,informationAge
Fell,Valid,1600,Kaprada,L5/6,20.339160,73.223290,47357,20.33916,FALSE,73.22329,2004,informationAge
Fell,Valid,4629,Maigatari-Danduma,H5/6,12.833330,9.383330,30751,12.83333,FALSE,9.38333,2004,informationAge
Fell,Valid,180,Orlando,Eucrite,28.547500,-81.362220,34489,28.5475,FALSE,-81.36222,2004,informationAge
Fell,Valid,29560,Bassikounou,H5,15.783330,-5.900000,44876,15.78333,FALSE,-5.9,2006,informationAge
Fell,Valid,100,Jodiya,L5,22.680000,70.313330,47362,22.68,FALSE,70.31333,2006,informationAge
Fell,Valid,6800,Kavarpura,"Iron, IIE-an",25.143330,75.813330,47351,25.14333,FALSE,75.81333,2006,informationAge
Fell,Valid,3763,Moss,CO3.6,59.433330,10.700000,36592,59.43333,FALSE,10.7,2006,informationAge
Fell,Valid,324,Bunburra Rockhole,Eucrite,-31.350000,129.190000,48653,-31.35,FALSE,129.19,2007,informationAge
Fell,Valid,478,Cali,H/L4,3.405000,-76.510000,45976,3.405,FALSE,-76.51,2007,informationAge
Fell,Valid,342,Carancas,H4-5,-16.664440,-69.043890,45817,-16.66444,FALSE,-69.04389,2007,informationAge
Fell,Valid,1e5,Chergach ,H5,23.696390,-5.014720,47347,23.69639,FALSE,-5.01472,2007,informationAge
Fell,Valid,3396,Didim,H3-5,37.351720,27.329970,47350,37.35172,FALSE,27.32997,2007,informationAge
Fell,Valid,70500,Mahadevpur,H4/5,27.666670,95.783330,47361,27.66667,FALSE,95.78333,2007,informationAge
Fell,Valid,500,Puerto Lápice,Eucrite-br,39.350000,-3.516670,45984,39.35,FALSE,-3.51667,2007,informationAge
Fell,Valid,18.41,Red Canyon Lake,H5,38.137420,-119.758120,53502,38.13742,FALSE,-119.75812,2007,informationAge
Fell,Valid,3950,Almahata Sitta,Ureilite-an,20.745750,32.412750,48915,20.74575,FALSE,32.41275,2008,informationAge
Fell,Valid,270,Berduc,L6,-31.910000,-58.328330,48975,-31.91,FALSE,-58.32833,2008,informationAge
Fell,Valid,41e3,Buzzard Coulee,H4,52.996000,-109.848170,48654,52.996,FALSE,-109.84817,2008,informationAge
Fell,Valid,6580,Daule,L5,-1.870890,-79.957560,51559,-1.87089,FALSE,-79.95756,2008,informationAge
Fell,Valid,5760,Kemer,L4,36.541940,29.418220,53654,36.54194,FALSE,29.41822,2008,informationAge
Fell,Valid,6913,Pleşcoi,L5-6,45.275000,26.709720,51706,45.275,FALSE,26.70972,2008,informationAge
Fell,Valid,4e3,Santa Lucia (2008),L6,-31.535556,-68.489444,50909,-31.535556,FALSE,-68.489444,2008,informationAge
Fell,Valid,11e4,Sulagiri,LL6,12.666670,78.033330,48951,12.66667,FALSE,78.03333,2008,informationAge
Fell,Valid,1e5,Tamdakht,H5,31.163330,-7.015000,48691,31.16333,FALSE,-7.015,2008,informationAge
Fell,Valid,9500,Ash Creek,L6,31.805000,-97.010000,48954,31.805,FALSE,-97.01,2009,informationAge
Fell,Valid,215,Grimsby,H5,43.200000,-79.616670,50911,43.2,FALSE,-79.61667,2009,informationAge
Fell,Valid,3667,Jesenice,L6,46.421370,14.052170,51589,46.42137,FALSE,14.05217,2009,informationAge
Fell,Valid,25.81,Maribo,CM2,54.761830,11.467450,48973,54.76183,FALSE,11.46745,2009,informationAge
Fell,Valid,1600,Huaxi,H5,26.464690,106.632410,54719,26.46469,FALSE,106.63241,2010,informationAge
Fell,Valid,4300,Košice,H5,48.763670,21.176330,53810,48.76367,FALSE,21.17633,2010,informationAge
Fell,Valid,329.7,Lorton,L6,38.700660,-77.211630,52843,38.70066,FALSE,-77.21163,2010,informationAge
Fell,Valid,24.54,Mason Gully,H5,0.000000,0.000000,53653,0,FALSE,0,2010,informationAge
Fell,Valid,3584,Mifflin,L5,42.907500,-90.365560,52090,42.9075,FALSE,-90.36556,2010,informationAge
Fell,Valid,3599,Boumdeid (2011),L6,17.174930,-11.341330,57167,17.17493,FALSE,-11.34133,2011,informationAge
Fell,Valid,1066,Sołtmany,L6,54.008830,22.005000,53829,54.00883,FALSE,22.005,2011,informationAge
Fell,Valid,14200,Thika,L6,-1.002780,37.150280,54493,-1.00278,FALSE,37.15028,2011,informationAge
Fell,Valid,7e3,Tissint,Martian (shergottite),29.481950,-7.611230,54823,29.48195,FALSE,-7.61123,2011,informationAge
Fell,Valid,2900,Battle Mountain,L6,40.668130,-117.189130,56133,40.66813,FALSE,-117.18913,2012,informationAge
Fell,Valid,992.5,Sutter's Mill,C,38.803890,-120.908060,55529,38.80389,FALSE,-120.90806,2012,informationAge
Fell,Valid,1e5,Chelyabinsk,LL5,54.816670,61.116670,57165,54.81667,FALSE,61.11667,2013,informationAge
